incident_id,timestamp,service,region,severity,metric_type,metric_value,description,action_taken,resolution_time_minutes
I02607,19-04-2026 14:00,Auth,West,High,Memory,509.32,Auto generated incident log,Rolled back deployment,43
I02608,19-04-2026 15:00,Payment,North,High,ErrorRate,126.66,Auto generated incident log,Increased cache,66
I02609,19-04-2026 16:00,Orders,East,Critical,ErrorRate,819.77,Auto generated incident log,Optimized queries,66
I02610,19-04-2026 17:00,Orders,North,High,Memory,579.13,Auto generated incident log,Optimized queries,5
I02611,19-04-2026 18:00,Orders,South,Medium,Memory,941.93,Auto generated incident log,Restarted service,107
I02612,19-04-2026 19:00,Payment,South,Medium,Latency,301.81,Auto generated incident log,Rolled back deployment,67
I02613,19-04-2026 20:00,Search,East,Medium,Latency,316.47,Auto generated incident log,Optimized queries,65
I02614,19-04-2026 21:00,Orders,East,Medium,Memory,717.43,Auto generated incident log,Rolled back deployment,106
I02615,19-04-2026 22:00,Orders,North,Critical,ErrorRate,199.85,Auto generated incident log,Rolled back deployment,70
I02616,19-04-2026 23:00,Search,West,High,Throughput,854.1,Auto generated incident log,Restarted service,42
I02617,20-04-2026 00:00,Orders,North,Low,Throughput,397.68,Auto generated incident log,Restarted service,72
I02618,20-04-2026 01:00,Orders,North,Critical,Latency,218.66,Auto generated incident log,Rolled back deployment,35
I02619,20-04-2026 02:00,Auth,West,Low,Latency,314.61,Auto generated incident log,Optimized queries,47
I02620,20-04-2026 03:00,Search,East,Low,Latency,955.54,Auto generated incident log,Restarted service,66
I02621,20-04-2026 04:00,Billing,West,Low,Latency,657.71,Auto generated incident log,Restarted service,47
I02622,20-04-2026 05:00,Billing,South,Low,CPU,642.67,Auto generated incident log,Increased cache,20
I02623,20-04-2026 06:00,Orders,East,Low,Latency,984.19,Auto generated incident log,Restarted service,106
I02624,20-04-2026 07:00,Billing,North,Critical,CPU,213.07,Auto generated incident log,Scaled up instances,77
I02625,20-04-2026 08:00,Orders,North,Low,Throughput,504.39,Auto generated incident log,Scaled up instances,110
I02626,20-04-2026 09:00,Billing,West,Medium,Memory,287.96,Auto generated incident log,Rolled back deployment,22
I02627,20-04-2026 10:00,Payment,South,Medium,Memory,433.18,Auto generated incident log,Optimized queries,71
I02628,20-04-2026 11:00,Orders,East,Medium,Latency,849.09,Auto generated incident log,Restarted service,86
I02629,20-04-2026 12:00,Billing,South,Low,ErrorRate,473.73,Auto generated incident log,Increased cache,65
I02630,20-04-2026 13:00,Payment,South,Low,CPU,365.4,Auto generated incident log,Scaled up instances,10
I02631,20-04-2026 14:00,Orders,West,Low,CPU,357.36,Auto generated incident log,Optimized queries,75
I02632,20-04-2026 15:00,Search,South,Medium,ErrorRate,194.12,Auto generated incident log,Rolled back deployment,83
I02633,20-04-2026 16:00,Search,East,High,Memory,39.66,Auto generated incident log,Optimized queries,101
I02634,20-04-2026 17:00,Search,East,High,Throughput,155.15,Auto generated incident log,Rolled back deployment,23
I02635,20-04-2026 18:00,Orders,East,High,CPU,341,Auto generated incident log,Scaled up instances,34
I02636,20-04-2026 19:00,Auth,West,Low,CPU,434.67,Auto generated incident log,Scaled up instances,97
I02637,20-04-2026 20:00,Billing,West,Medium,ErrorRate,521.49,Auto generated incident log,Rolled back deployment,34
I02638,20-04-2026 21:00,Payment,South,Low,ErrorRate,400.65,Auto generated incident log,Increased cache,28
I02639,20-04-2026 22:00,Search,South,Medium,ErrorRate,789.3,Auto generated incident log,Increased cache,38
I02640,20-04-2026 23:00,Orders,South,Medium,Memory,361.48,Auto generated incident log,Rolled back deployment,110
I02641,21-04-2026 00:00,Billing,South,Medium,ErrorRate,528.43,Auto generated incident log,Increased cache,38
I02642,21-04-2026 01:00,Search,South,Medium,Throughput,418.91,Auto generated incident log,Optimized queries,38
I02643,21-04-2026 02:00,Orders,South,Medium,ErrorRate,42.66,Auto generated incident log,Restarted service,68
I02644,21-04-2026 03:00,Search,West,Medium,Throughput,826.15,Auto generated incident log,Restarted service,102
I02645,21-04-2026 04:00,Search,West,High,Throughput,4.82,Auto generated incident log,Restarted service,79
I02646,21-04-2026 05:00,Billing,North,Medium,Latency,240.6,Auto generated incident log,Optimized queries,72
I02647,21-04-2026 06:00,Search,West,Low,Latency,426.36,Auto generated incident log,Restarted service,66
I02648,21-04-2026 07:00,Search,South,High,Throughput,940.83,Auto generated incident log,Scaled up instances,67
I02649,21-04-2026 08:00,Search,East,Medium,Memory,193.95,Auto generated incident log,Scaled up instances,22
I02650,21-04-2026 09:00,Billing,East,Medium,Latency,404.97,Auto generated incident log,Optimized queries,39
I02651,21-04-2026 10:00,Auth,North,Low,Memory,208.08,Auto generated incident log,Scaled up instances,114
I02652,21-04-2026 11:00,Billing,East,Medium,ErrorRate,45.53,Auto generated incident log,Restarted service,96
I02653,21-04-2026 12:00,Search,East,Low,CPU,513.63,Auto generated incident log,Optimized queries,68
I02654,21-04-2026 13:00,Payment,North,Low,Memory,198.65,Auto generated incident log,Optimized queries,91
I02655,21-04-2026 14:00,Auth,South,Critical,ErrorRate,489.39,Auto generated incident log,Optimized queries,57
I02656,21-04-2026 15:00,Billing,East,Low,Throughput,536.88,Auto generated incident log,Optimized queries,63
I02657,21-04-2026 16:00,Auth,West,Low,Throughput,465.63,Auto generated incident log,Optimized queries,14
I02658,21-04-2026 17:00,Orders,East,Medium,CPU,698.68,Auto generated incident log,Optimized queries,68
I02659,21-04-2026 18:00,Payment,South,Low,Latency,402.39,Auto generated incident log,Optimized queries,65
I02660,21-04-2026 19:00,Payment,South,Medium,ErrorRate,342.56,Auto generated incident log,Optimized queries,35
I02661,21-04-2026 20:00,Search,East,High,Memory,245.98,Auto generated incident log,Optimized queries,41
I02662,21-04-2026 21:00,Search,South,Medium,CPU,273.79,Auto generated incident log,Scaled up instances,26
I02663,21-04-2026 22:00,Search,North,Low,Throughput,340.6,Auto generated incident log,Restarted service,95
I02664,21-04-2026 23:00,Billing,East,High,CPU,508.43,Auto generated incident log,Increased cache,77
I02665,22-04-2026 00:00,Orders,East,Low,ErrorRate,762.4,Auto generated incident log,Increased cache,48
I02666,22-04-2026 01:00,Orders,South,High,CPU,969.19,Auto generated incident log,Scaled up instances,41
I02667,22-04-2026 02:00,Billing,North,Low,Throughput,239.15,Auto generated incident log,Optimized queries,36
I02668,22-04-2026 03:00,Billing,North,Medium,Throughput,559.45,Auto generated incident log,Scaled up instances,117
I02669,22-04-2026 04:00,Search,South,Low,Memory,425.29,Auto generated incident log,Rolled back deployment,49
I02670,22-04-2026 05:00,Payment,South,Low,ErrorRate,228.91,Auto generated incident log,Rolled back deployment,98
I02671,22-04-2026 06:00,Orders,North,Medium,Latency,336.71,Auto generated incident log,Restarted service,38
I02672,22-04-2026 07:00,Orders,West,High,Throughput,387.7,Auto generated incident log,Rolled back deployment,29
I02673,22-04-2026 08:00,Orders,East,Critical,Throughput,880.39,Auto generated incident log,Optimized queries,19
I02674,22-04-2026 09:00,Orders,West,Medium,Throughput,295.45,Auto generated incident log,Increased cache,113
I02675,22-04-2026 10:00,Orders,East,Medium,Throughput,538.32,Auto generated incident log,Restarted service,9
I02676,22-04-2026 11:00,Orders,South,Medium,Throughput,879.34,Auto generated incident log,Scaled up instances,9
I02677,22-04-2026 12:00,Payment,West,Low,CPU,112.89,Auto generated incident log,Optimized queries,50
I02678,22-04-2026 13:00,Auth,West,Medium,Throughput,879.3,Auto generated incident log,Restarted service,94
I02679,22-04-2026 14:00,Search,West,Medium,Throughput,851.86,Auto generated incident log,Restarted service,97
I02680,22-04-2026 15:00,Auth,North,Medium,CPU,768.02,Auto generated incident log,Rolled back deployment,101
I02681,22-04-2026 16:00,Payment,West,Low,Throughput,896.49,Auto generated incident log,Rolled back deployment,103
I02682,22-04-2026 17:00,Auth,East,High,ErrorRate,317.97,Auto generated incident log,Increased cache,5
I02683,22-04-2026 18:00,Billing,North,High,ErrorRate,173.98,Auto generated incident log,Optimized queries,82
I02684,22-04-2026 19:00,Billing,West,High,Memory,205.62,Auto generated incident log,Rolled back deployment,99
I02685,22-04-2026 20:00,Billing,South,Critical,Latency,786.36,Auto generated incident log,Scaled up instances,85
I02686,22-04-2026 21:00,Orders,North,Low,CPU,444.13,Auto generated incident log,Restarted service,98
I02687,22-04-2026 22:00,Auth,West,High,ErrorRate,439.84,Auto generated incident log,Restarted service,33
I02688,22-04-2026 23:00,Auth,South,Low,Memory,164.85,Auto generated incident log,Optimized queries,26
I02689,23-04-2026 00:00,Search,North,Low,Memory,999.73,Auto generated incident log,Increased cache,51
I02690,23-04-2026 01:00,Payment,South,Medium,Latency,358.73,Auto generated incident log,Increased cache,70
I02691,23-04-2026 02:00,Orders,East,Low,Latency,128.49,Auto generated incident log,Scaled up instances,104
I02692,23-04-2026 03:00,Orders,South,Low,Latency,926.35,Auto generated incident log,Rolled back deployment,40
I02693,23-04-2026 04:00,Billing,South,Medium,Throughput,291.86,Auto generated incident log,Increased cache,49
I02694,23-04-2026 05:00,Payment,East,Critical,Memory,164.97,Auto generated incident log,Optimized queries,95
I02695,23-04-2026 06:00,Orders,East,Low,Latency,159.21,Auto generated incident log,Increased cache,95
I02696,23-04-2026 07:00,Orders,East,Low,Throughput,318.47,Auto generated incident log,Restarted service,28
I02697,23-04-2026 08:00,Billing,South,Low,Memory,993.17,Auto generated incident log,Scaled up instances,52
I02698,23-04-2026 09:00,Billing,West,Medium,Memory,829.31,Auto generated incident log,Scaled up instances,5
I02699,23-04-2026 10:00,Payment,East,Low,CPU,972.31,Auto generated incident log,Scaled up instances,105
I02700,23-04-2026 11:00,Auth,West,High,ErrorRate,946.36,Auto generated incident log,Rolled back deployment,23
I02701,23-04-2026 12:00,Payment,West,Low,Memory,311.56,Auto generated incident log,Optimized queries,93
I02702,23-04-2026 13:00,Orders,West,Medium,ErrorRate,630.37,Auto generated incident log,Optimized queries,97
I02703,23-04-2026 14:00,Orders,North,Low,ErrorRate,688.33,Auto generated incident log,Scaled up instances,57
I02704,23-04-2026 15:00,Payment,East,Medium,ErrorRate,658.63,Auto generated incident log,Increased cache,59
I02705,23-04-2026 16:00,Auth,East,Low,Throughput,948.76,Auto generated incident log,Increased cache,103
I02706,23-04-2026 17:00,Auth,West,Medium,ErrorRate,820.43,Auto generated incident log,Scaled up instances,29
I02707,23-04-2026 18:00,Auth,East,Medium,CPU,495.42,Auto generated incident log,Increased cache,7
I02708,23-04-2026 19:00,Orders,West,Low,Latency,891.75,Auto generated incident log,Restarted service,109
I02709,23-04-2026 20:00,Search,North,Medium,ErrorRate,849.45,Auto generated incident log,Increased cache,96
I02710,23-04-2026 21:00,Search,North,High,Memory,652.99,Auto generated incident log,Rolled back deployment,90
I02711,23-04-2026 22:00,Orders,North,Medium,Latency,438.43,Auto generated incident log,Optimized queries,95
I02712,23-04-2026 23:00,Payment,East,Low,Throughput,286.54,Auto generated incident log,Optimized queries,116
I02713,24-04-2026 00:00,Payment,South,Low,ErrorRate,985.47,Auto generated incident log,Scaled up instances,85
I02714,24-04-2026 01:00,Auth,West,High,ErrorRate,356.72,Auto generated incident log,Increased cache,33
I02715,24-04-2026 02:00,Orders,West,Critical,ErrorRate,526.94,Auto generated incident log,Optimized queries,113
I02716,24-04-2026 03:00,Payment,West,Low,Latency,944.33,Auto generated incident log,Optimized queries,60
I02717,24-04-2026 04:00,Search,East,Low,ErrorRate,401.8,Auto generated incident log,Optimized queries,91
I02718,24-04-2026 05:00,Billing,East,Medium,Throughput,383.5,Auto generated incident log,Optimized queries,96
I02719,24-04-2026 06:00,Billing,North,Medium,ErrorRate,699.55,Auto generated incident log,Rolled back deployment,33
I02720,24-04-2026 07:00,Search,East,Medium,Memory,191.78,Auto generated incident log,Restarted service,109
I02721,24-04-2026 08:00,Search,South,Medium,Throughput,8.26,Auto generated incident log,Optimized queries,49
I02722,24-04-2026 09:00,Search,East,Medium,Memory,825.78,Auto generated incident log,Increased cache,60
I02723,24-04-2026 10:00,Payment,East,High,Memory,674.58,Auto generated incident log,Increased cache,25
I02724,24-04-2026 11:00,Payment,South,High,Memory,190.61,Auto generated incident log,Restarted service,79
I02725,24-04-2026 12:00,Orders,North,Medium,Throughput,54.19,Auto generated incident log,Optimized queries,117
I02726,24-04-2026 13:00,Auth,South,Low,Latency,698.42,Auto generated incident log,Rolled back deployment,53
I02727,24-04-2026 14:00,Payment,North,Critical,CPU,312.45,Auto generated incident log,Optimized queries,48
I02728,24-04-2026 15:00,Search,North,Medium,Memory,579.36,Auto generated incident log,Restarted service,73
I02729,24-04-2026 16:00,Orders,North,Medium,Latency,437.66,Auto generated incident log,Increased cache,81
I02730,24-04-2026 17:00,Orders,East,Medium,CPU,919.22,Auto generated incident log,Rolled back deployment,19
I02731,24-04-2026 18:00,Auth,West,Low,Memory,600.7,Auto generated incident log,Restarted service,83
I02732,24-04-2026 19:00,Billing,West,Critical,CPU,480.26,Auto generated incident log,Optimized queries,73
I02733,24-04-2026 20:00,Payment,South,Medium,Latency,258.46,Auto generated incident log,Restarted service,89
I02734,24-04-2026 21:00,Billing,South,Low,ErrorRate,586.79,Auto generated incident log,Increased cache,47
I02735,24-04-2026 22:00,Auth,South,Low,Memory,714.7,Auto generated incident log,Scaled up instances,41
I02736,24-04-2026 23:00,Billing,East,Low,Throughput,133.9,Auto generated incident log,Optimized queries,84
I02737,25-04-2026 00:00,Billing,North,Medium,Throughput,594.96,Auto generated incident log,Increased cache,54
I02738,25-04-2026 01:00,Orders,West,Low,Memory,69.08,Auto generated incident log,Rolled back deployment,35
I02739,25-04-2026 02:00,Search,East,Low,CPU,845.12,Auto generated incident log,Restarted service,91
I02740,25-04-2026 03:00,Payment,West,Low,Throughput,777.76,Auto generated incident log,Optimized queries,117
I02741,25-04-2026 04:00,Orders,South,Low,Memory,808.8,Auto generated incident log,Restarted service,25
I02742,25-04-2026 05:00,Payment,South,Low,Memory,902.69,Auto generated incident log,Increased cache,34
I02743,25-04-2026 06:00,Search,East,Medium,ErrorRate,250.36,Auto generated incident log,Scaled up instances,42
I02744,25-04-2026 07:00,Orders,West,Medium,CPU,766.54,Auto generated incident log,Increased cache,66
I02745,25-04-2026 08:00,Auth,South,Low,Memory,272.61,Auto generated incident log,Rolled back deployment,16
I02746,25-04-2026 09:00,Orders,North,Low,CPU,869.43,Auto generated incident log,Restarted service,81
I02747,25-04-2026 10:00,Billing,North,Medium,ErrorRate,642.82,Auto generated incident log,Optimized queries,108
I02748,25-04-2026 11:00,Payment,East,Low,Throughput,7.32,Auto generated incident log,Rolled back deployment,102
I02749,25-04-2026 12:00,Search,North,Low,ErrorRate,996.5,Auto generated incident log,Restarted service,32
I02750,25-04-2026 13:00,Payment,West,Low,Latency,734.24,Auto generated incident log,Increased cache,75
I02751,25-04-2026 14:00,Auth,North,Medium,Memory,371.22,Auto generated incident log,Scaled up instances,14
I02752,25-04-2026 15:00,Auth,North,Low,Latency,731.6,Auto generated incident log,Optimized queries,109
I02753,25-04-2026 16:00,Orders,South,Medium,Memory,581.69,Auto generated incident log,Scaled up instances,78
I02754,25-04-2026 17:00,Auth,West,Low,ErrorRate,330.81,Auto generated incident log,Rolled back deployment,119
